,NAME,Height,Weight,REACH,Stance,DOB,SLPM,STRA,SAPM,STRD,TD,TDA,TDD,SUBA
0,Bobby Southworth,"6' 2""",205 lbs.,--,Orthodox,"Dec 16, 1969",0.99,39%,1.38,65%,3.98,78%,64%,1.3
0,Nick Sperling,--,135 lbs.,--,,--,1.4,25%,1.4,66%,0,0%,0%,0
0,Hayato Sakurai,"5' 7""",168 lbs.,--,Orthodox,"Aug 24, 1975",2.45,49%,1.94,59%,1.87,69%,56%,0.3
0,Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991",1.98,77%,2.26,65%,8.49,66%,0%,0
0,Matt Schnell,"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990",3.64,35%,3.67,63%,0.39,25%,54%,0.8
0,Jay Silva,"6' 2""",185 lbs.,--,Southpaw,--,1.13,34%,3.07,40%,0,0%,38%,1
0,Ivan Salaverry,"6' 0""",185 lbs.,--,Orthodox,"Jan 11, 1971",3.01,47%,1.19,76%,0.49,18%,36%,2.5
0,Antonio Schembri,"5' 9""",205 lbs.,--,Orthodox,"Jun 01, 1974",0.72,26%,2.12,55%,1.31,40%,0%,0.4
0,Sean Soriano,"5' 9""",145 lbs.,"70""",Orthodox,"Oct 06, 1989",3.15,61%,2.31,52%,1.27,42%,55%,0
0,Mark Schultz,"5' 9""",200 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Amar Suloev,"5' 9""",183 lbs.,--,Orthodox,"Jul 01, 1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3
0,Shunichi Shimizu,"5' 5""",135 lbs.,"66""",Orthodox,"Jan 31, 1985",0.14,33%,4.68,30%,0,0%,0%,0
0,Martin Svensson,"6' 1""",155 lbs.,"72""",,"Apr 25, 1985",2.02,38%,5.91,38%,0,0%,0%,0
0,Tarec Saffiedine,"5' 10""",170 lbs.,"70""",Switch,"Sep 06, 1986",4.05,47%,3.06,62%,0.52,36%,84%,0.1
0,Justin Salas,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982",3.42,43%,2.96,68%,2.43,20%,0%,0
0,Jonathan Santa Maria,"5' 9""",125 lbs.,--,,--,3.6,51%,2.53,74%,0,0%,80%,0
0,Ryan Spann,"6' 5""",205 lbs.,"81""",Orthodox,"Aug 24, 1991",7.32,55%,14.63,23%,0,0%,100%,21.9
0,Aaron Simpson,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",3.6,52%,2.53,56%,3.78,34%,83%,0.5
0,Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",1.92,34%,3.35,51%,2.55,34%,46%,0.8
0,Patrick Speight,"6' 1""",170 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Josh San Diego,"5' 10""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Dmitrii Smoliakov,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982",1.63,43%,3.35,56%,0,0%,75%,0
0,Art Santore,"6' 2""",185 lbs.,--,,"Oct 26, 1972",1.4,12%,7.31,52%,0,0%,100%,0
0,Jason Suttie,"6' 0""",210 lbs.,--,Orthodox,"Aug 07, 1973",2.07,83%,4.97,36%,0,0%,0%,0
0,Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",2.3,40%,2.64,61%,1.14,25%,86%,0.5
0,Rob Sinclair,"5' 8""",155 lbs.,--,,"Feb 20, 1980",1.2,33%,1.73,73%,0,0%,50%,0
0,Dmitri Stepanov,"6' 3""",217 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Clifford Starks,"6' 0""",185 lbs.,"77""",Orthodox,"Apr 25, 1981",1.94,33%,2.49,58%,1.94,100%,60%,0
0,Joaquim Silva,"5' 8""",155 lbs.,"69""",,"Feb 05, 1989",3.07,33%,3.2,64%,0,0%,65%,0.3
0,Chris Spang,"6' 2""",170 lbs.,--,Orthodox,"Nov 26, 1987",1.83,36%,1.95,60%,0,0%,50%,0.9
0,Chris Saunders,"5' 8""",155 lbs.,--,,"Mar 11, 1986",1.48,22%,2.96,75%,3.7,100%,0%,0
0,Colleen Schneider,--,135 lbs.,--,,--,2.17,48%,2.5,50%,2.5,50%,60%,0
0,Cody Sons,"5' 9""",205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972",3.06,32%,2.99,70%,2.07,50%,80%,0
0,Mike Santiago,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",3.44,49%,3.58,36%,2.66,50%,53%,1.1
0,Andre Santos,"6' 0""",170 lbs.,--,,--,2.77,34%,4.17,41%,2.5,29%,75%,0
0,Bob Schrijber,"6' 0""",240 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Tom Sauer,"6' 1""",263 lbs.,--,,"Nov 11, 1970",0,0%,0,0%,0,0%,0%,0
0,Rosi Sexton,"5' 3""",135 lbs.,"63""",Orthodox,"Jul 16, 1977",3.31,39%,7.42,41%,0.75,10%,80%,0
0,Justin Sumter,"6' 2""",185 lbs.,--,,"Nov 10, 1989",0,0%,0,0%,0,0%,0%,0
0,Ray Sloan,"6' 1""",205 lbs.,--,,"Jul 14, 1985",0,0%,0,0%,0,0%,0%,0
0,Josh Samman,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988",2.08,52%,2.47,34%,1.09,33%,33%,0.4
0,Antonio Silva,"6' 4""",264 lbs.,"80""",Orthodox,"Sep 14, 1979",2.89,45%,3.09,50%,0.82,29%,66%,0.8
0,Leo Sylvest,"5' 11""",205 lbs.,--,Orthodox,"Sep 03, 1973",0,0%,6.58,27%,0,0%,0%,0
0,Kyle Sturgeon,"6' 3""",225 lbs.,--,Switch,--,0,0%,0,0%,0,0%,0%,0
0,Emiliano Sordi,"6' 2""",205 lbs.,--,Orthodox,"Feb 15, 1991",4.79,50%,4.79,48%,0,0%,100%,8.3
0,AJ Siscoe,"5' 7""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Paul Song,--,185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Hans Stringer,"6' 3""",205 lbs.,"73""",Orthodox,"Jul 06, 1987",3.16,61%,2.84,41%,2.4,36%,62%,0
0,Wes Sims,"6' 10""",260 lbs.,--,Orthodox,"Aug 04, 1979",0.98,51%,2.95,37%,0,0%,40%,2.3
0,Julian Sanchez,"6' 3""",300 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Ulka Sasaki,"5' 10""",125 lbs.,"71""",Southpaw,"Oct 07, 1989",2.12,40%,2.53,50%,3.14,43%,37%,1.2
0,Denis Stojnic,"6' 0""",245 lbs.,--,Orthodox,"Feb 02, 1980",1.51,23%,6.06,36%,0,0%,80%,1
0,Mike Stumpf,"5' 10""",170 lbs.,"71""",,"Aug 01, 1986",3.34,43%,8.85,47%,1.59,25%,33%,0.8
0,Andrew Sanchez,"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988",4.81,49%,5.16,47%,3.56,44%,100%,0
0,Zach Skinner,"5' 6""",145 lbs.,--,Orthodox,--,0.53,50%,2.4,32%,5,27%,100%,1
0,Alex Serdyukov,"6' 2""",170 lbs.,"74""",Orthodox,"May 24, 1980",3.92,42%,2.53,54%,1.56,60%,70%,2.6
0,Pete Spratt,"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971",1.63,48%,1.33,55%,0.3,100%,46%,0.3
0,Kim In Seok,"5' 6""",145 lbs.,--,Orthodox,--,0.87,37%,5.19,60%,0,0%,0%,0
0,Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988",2.32,49%,2.42,50%,2.95,42%,76%,0
0,Lucas Stark,--,155 lbs.,--,,--,1.6,25%,3.2,66%,12,100%,0%,0
0,Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",3.36,41%,5.37,67%,0.85,21%,70%,1.9
0,Yukio Sakaguchi,"5' 9""",185 lbs.,--,Orthodox,"Jul 26, 1973",0.3,25%,2.4,50%,4.5,100%,0%,9
0,Ivan Serati,"6' 0""",205 lbs.,--,Orthodox,--,0.86,26%,5.33,29%,0,0%,0%,0
0,Wade Shipp,"6' 3""",245 lbs.,--,Orthodox,"Feb 09, 1975",4.29,86%,2.14,0%,0,0%,75%,0
0,Paulo Cesar Silva,"7' 5""",385 lbs.,--,Orthodox,"Jul 21, 1963",0.4,15%,2.72,47%,0.42,100%,16%,0.4
0,Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",2.73,40%,3.23,71%,8,61%,69%,0.5
0,Gerald Strebendt,"5' 9""",155 lbs.,--,Orthodox,"Mar 01, 1979",0,0%,4,38%,0,0%,0%,16.4
0,Jose Santibanez,--,155 lbs.,--,,"Jan 18, 1980",0,0%,0,0%,0,0%,0%,0
0,Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",4.15,49%,3.27,62%,1.19,52%,60%,0.5
0,George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2.61,27%,2.52,67%,2.32,31%,53%,1.6
0,Augusto Sakai,"6' 3""",255 lbs.,--,,"May 19, 1991",4.04,40%,2.6,59%,0,0%,100%,0
0,Kenneth Seegrist,"6' 0""",185 lbs.,--,Orthodox,--,3.21,66%,1.28,0%,0,0%,40%,14.4
0,Bentley Syler,"5' 4""",125 lbs.,"68""",Orthodox,"Dec 22, 1982",1.3,18%,1.73,79%,0,0%,75%,0
0,Ron Sparks,"6' 5""",265 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Brandon Saling,"5' 10""",170 lbs.,--,,"Jan 28, 1986",2.88,40%,6.08,20%,0,0%,57%,0
0,Brendan Seguin,"6' 0""",185 lbs.,--,,"Jul 03, 1976",2.6,45%,0.6,84%,5,62%,100%,0
0,Eric Steenberg,--,155 lbs.,--,,"Jun 22, 1983",0,0%,0,0%,0,0%,0%,0
0,Gennaro Strangis,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Ben Saunders,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",3.37,50%,3.77,51%,0.24,40%,72%,1.1
0,Alexander Shlemenko,"5' 11""",185 lbs.,--,,"May 20, 1984",4.36,60%,1.71,63%,0,0%,0%,0
0,Diego Saraiva,"5' 6""",155 lbs.,--,Orthodox,"Apr 23, 1982",1.64,32%,3.58,62%,1.33,40%,0%,0.7
0,Carl Seumanutafa,"6' 1""",255 lbs.,--,Orthodox,--,0,0%,3.33,75%,0,0%,0%,0
0,Jason Sharp,--,205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Pat Schilling,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 28, 1988",1.87,26%,8.24,52%,0,0%,0%,0
0,Ray Sefo,"6' 0""",240 lbs.,--,Orthodox,"Feb 15, 1971",0.86,31%,1.71,72%,0,0%,66%,0
0,Ray Seraille,"6' 3""",246 lbs.,--,,--,5.29,27%,17.65,41%,0,0%,0%,0
0,Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979",2.45,36%,1.8,56%,2.83,29%,35%,1.2
0,Valentina Shevchenko,"5' 5""",125 lbs.,"67""",Southpaw,"Mar 07, 1988",3.31,52%,2.38,57%,1.82,54%,73%,0.5
0,Wes Shivers,"6' 8""",--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Gabriel Salinas-Jones,"6' 1""",245 lbs.,--,,"Nov 20, 1984",0,0%,0,0%,0,0%,0%,0
0,Landon Showalter,"6' 0""",185 lbs.,--,,"Jun 14, 1976",0,0%,0,0%,0,0%,0%,0
0,Xavier Siller,"5' 5""",125 lbs.,--,,"Jun 06, 1994",1.02,36%,1.53,57%,3.83,100%,0%,0
0,Alex Soto,"5' 8""",135 lbs.,"71""",Southpaw,"Feb 15, 1984",2.95,25%,5.02,59%,2.82,30%,0%,0
0,Cristina Stanciu,"5' 3""",115 lbs.,"64""",Orthodox,"Mar 29, 1994",2.5,50%,3.07,52%,0.85,100%,40%,1.7
0,Katsuyori Shibata,"6' 0""",168 lbs.,--,Orthodox,"Nov 17, 1979",2.06,35%,2.4,53%,0.49,50%,53%,0.7
0,Marc Stevens,"5' 9""",155 lbs.,--,,--,0.45,26%,1.79,46%,0,0%,0%,0
0,Semmy Schilt,"6' 10""",265 lbs.,--,Orthodox,"Oct 27, 1973",1.2,50%,1.31,53%,0,0%,47%,1.1
0,Daniel Straus,"5' 7""",145 lbs.,"71""",,"Jul 27, 1984",4.76,43%,2.99,57%,0.84,15%,81%,1.1
0,Josh Stuart,"5' 9""",160 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Dan Severn,"6' 2""",250 lbs.,--,Southpaw,"Jun 08, 1958",0,0%,0,0%,0,0%,0%,0
0,Maurice Smith,"6' 2""",221 lbs.,--,Orthodox,"Dec 13, 1961",0.41,46%,0.47,60%,0.89,50%,20%,0.9
0,Louis Smolka,"5' 9""",125 lbs.,"68""",Orthodox,"Jul 16, 1991",3.88,45%,3.39,52%,1.6,34%,31%,2.2
0,Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982",7.56,40%,8.41,51%,0,0%,62%,0
0,Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989",1.82,29%,1.97,59%,0,0%,0%,0
0,Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",6.13,51%,3.64,55%,0.46,33%,62%,0.5
0,Darko Stosic,"6' 0""",205 lbs.,--,Orthodox,"Feb 09, 1992",0,0%,0,0%,0,0%,0%,0
0,Takenori Sato,"5' 10""",170 lbs.,"71""",Southpaw,"Jun 08, 1985",0.46,33%,12.92,9%,0,0%,0%,0
0,Patrick Smith,"6' 2""",225 lbs.,--,Orthodox,"Aug 28, 1963",0,0%,0,0%,0,0%,0%,0
0,Bobby Sanchez,"5' 7""",155 lbs.,--,Orthodox,--,0,0%,0,100%,0,0%,100%,0
0,Devonte Smith,"5' 8""",155 lbs.,--,,"Jul 30, 1993",0,0%,0,0%,0,0%,0%,0
0,Rafael Silva,"5' 7""",135 lbs.,--,,"Mar 20, 1985",0.67,50%,0.73,67%,0,0%,25%,1
0,Jean Silva,"5' 6""",160 lbs.,--,Orthodox,"Oct 08, 1977",0.73,22%,2.93,52%,0,0%,0%,0
0,Marlon Sims,--,170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Daniel Sarafian,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982",2.23,46%,3.1,58%,0.36,7%,53%,0.7
0,Frank Shamrock,"5' 10""",185 lbs.,--,Orthodox,"Dec 08, 1972",4.75,53%,4.66,57%,0.35,50%,37%,1.1
0,Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",2.17,39%,2.89,59%,1.76,35%,77%,0.6
0,Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992",3.56,51%,2.16,55%,3.42,63%,82%,0.5
0,Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",3.87,32%,2.67,65%,0.87,32%,65%,0.3
0,Matt Sayles,"5' 7""",145 lbs.,"68""",Orthodox,"Feb 21, 1994",17.44,55%,1.54,75%,0,0%,100%,0
0,Joe Son,"5' 4""",236 lbs.,--,Orthodox,"Nov 22, 1970",0,0%,0,0%,0,0%,0%,0
0,Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",2.6,42%,3.65,51%,0.91,21%,47%,0.9
0,Bobby Stack,"5' 9""",155 lbs.,--,Orthodox,--,1,20%,2.89,34%,7.48,45%,100%,0
0,Ray Steinbeiss,"5' 11""",170 lbs.,--,Orthodox,"Sep 12, 1979",0,0%,0,100%,0,0%,0%,0
0,Johnny Sampaio,"5' 8""",170 lbs.,--,Orthodox,"Sep 11, 1975",1.32,40%,2.64,50%,9.89,50%,0%,9.9
0,Sean Santella,"5' 5""",125 lbs.,--,,"Oct 25, 1984",0,0%,0,0%,0,0%,0%,0
0,Aji Susilo,"5' 10""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Brian Schwartz,"6' 3""",170 lbs.,--,Orthodox,--,1.27,44%,0.87,45%,0,0%,50%,1
0,Donald Sanchez,"5' 10""",145 lbs.,--,,"Aug 18, 1984",0.58,50%,1.16,55%,0,0%,50%,0
0,Joby Sanchez,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 24, 1991",3.12,34%,2.45,64%,1.18,83%,38%,0.5
0,Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",2.26,45%,2.61,56%,1.93,47%,78%,0.9
0,Boston Salmon,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990",4.07,35%,7.33,62%,0,0%,100%,0
0,Charon Spain,"5' 9""",155 lbs.,--,,"Mar 11, 1988",0,0%,0,0%,0,0%,0%,0
0,Fabiano Scherner,"6' 3""",257 lbs.,--,Orthodox,"Jun 30, 1972",1.31,31%,3.2,38%,1.09,33%,40%,0
0,Adam Schindler,"5' 8""",155 lbs.,--,,"May 19, 1983",0,0%,0,0%,0,0%,0%,0
0,Kerry Schall,"6' 2""",265 lbs.,--,Orthodox,"Aug 09, 1971",0.94,11%,4.84,63%,0,0%,0%,0
0,Ryuta Sakurai,"5' 7""",183 lbs.,--,Orthodox,--,1.8,48%,3.44,58%,0.52,100%,36%,1.6
0,Josh Shockman,"6' 4""",235 lbs.,--,Southpaw,"Dec 29, 1980",0.87,32%,0.87,58%,0,0%,23%,0
0,Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2.42,45%,2.29,63%,3.19,41%,58%,1.8
0,Tommy Speer,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",2.56,51%,5.12,35%,2.02,33%,33%,0
0,Marcus Silveira,"6' 3""",242 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,John Salter,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985",1.68,32%,1.68,68%,2.85,46%,66%,0.5
0,Kevin Souza,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984",4.65,44%,2.91,58%,0,0%,50%,0
0,David Smith,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Mitchell Sipe,"6' 2""",243 lbs.,--,,"Apr 09, 1996",0,0%,0,0%,0,0%,0%,0
0,Sam Spengler,"5' 11""",185 lbs.,--,Orthodox,--,3.27,62%,3.27,54%,1.75,11%,75%,1.8
0,Jeimeson Saudino,"5' 6""",135 lbs.,--,,"Mar 05, 1991",0.66,30%,0.82,84%,2.47,50%,0%,2.5
0,Lumumba Sayers,"6' 0""",185 lbs.,--,,"Jun 30, 1978",2.54,41%,2.37,48%,7.63,75%,0%,2.5
0,Dan Stittgen,"6' 1""",170 lbs.,--,Orthodox,"Nov 17, 1980",2.97,46%,4.42,37%,0.78,100%,100%,0
0,Jerrod Sanders,"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979",0.88,64%,1.14,46%,2.2,33%,50%,1.6
0,Raul Sandoval,--,130 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Kazushi Sakuraba,"6' 0""",185 lbs.,--,Southpaw,"Jul 14, 1969",1.26,41%,2.03,51%,1.26,31%,48%,1.7
0,Jason Saggo,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985",2.5,39%,2.94,52%,2.33,40%,23%,0
0,Gilbert Smith,"5' 9""",185 lbs.,"75""",Southpaw,"Oct 19, 1981",1.09,41%,2.73,35%,3.51,60%,0%,1.2
0,Walter Smith-Cotito,"5' 8""",135 lbs.,--,,--,2.95,36%,3.53,68%,2.16,33%,57%,0
0,Chad W. Saunders,"5' 10""",170 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Joel Sutton,"5' 11""",205 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Lukasz Sajewski,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990",2.06,35%,3.88,57%,1.01,25%,66%,0
0,Eric Schambari,"5' 11""",185 lbs.,--,Orthodox,"Apr 22, 1978",1.43,42%,1.07,54%,3,42%,0%,1
0,Brandon Sene,"5' 11""",205 lbs.,--,,"May 21, 1981",0,0%,0,0%,0,0%,0%,0
0,Aljamain Sterling,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",3.9,50%,1.43,68%,2.25,39%,58%,0.8
0,Brendan Schaub,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",2.92,37%,2.22,57%,2.32,46%,72%,0.4
0,Greg Stott,"5' 7""",220 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
0,Greg Scott,"5' 9""",145 lbs.,--,,--,3.9,55%,7.79,37%,11.69,100%,0%,0
0,Adrian Serrano,"5' 8""",170 lbs.,--,,"Dec 23, 1963",0,0%,0,0%,0,0%,0%,0
0,Justin Smitley,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Scott Shaffer,"5' 7""",145 lbs.,--,Orthodox,--,2.4,67%,0.53,50%,0,0%,72%,3
0,Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985",2.39,48%,2.08,63%,1.76,37%,65%,0.4
0,Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976",2.55,39%,2.42,63%,0.39,25%,64%,0.8
0,Dillon Smith,"6' 0""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Yuya Shirai,"5' 8""",168 lbs.,--,Orthodox,"Apr 02, 1980",1.02,100%,4.07,55%,0,0%,0%,0
0,Anderson Silva,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",3.1,63%,1.87,62%,0.55,77%,69%,0.9
0,Kestutis Smirnovas,"5' 10""",200 lbs.,--,Orthodox,--,4.95,52%,5.05,54%,1.55,50%,100%,1.6
0,Eddie Sanchez,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982",3.45,43%,3.3,43%,1.13,26%,42%,0
0,Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",2.23,45%,1.53,57%,2.48,42%,65%,2.6
0,Wagner Silva,"6' 0""",170 lbs.,"71""",Orthodox,"Feb 07, 1987",1.69,29%,2.87,65%,0,0%,58%,0
0,Nick Serra,"5' 9""",170 lbs.,--,Orthodox,"Mar 27, 1978",0,0%,1.73,43%,1,10%,0%,2
0,Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",3.22,60%,3.26,51%,0,0%,71%,0
0,Bob Sapp,"6' 5""",350 lbs.,--,Orthodox,"Sep 22, 1974",3.19,55%,1.88,49%,0.58,100%,72%,0
0,Masanori Suda,"5' 9""",183 lbs.,--,Orthodox,--,1.8,50%,1.2,63%,0,0%,60%,0
0,Hugo Sandoval,--,135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Tony Sylvester,"6' 1""",225 lbs.,--,Southpaw,"Jan 27, 1978",0,0%,10.12,12%,0,0%,0%,0
0,Felipe Silva,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984",5.4,50%,1.8,59%,1,100%,71%,0
0,John Teixeira,"5' 7""",145 lbs.,--,Orthodox,"Nov 18, 1986",3.36,35%,3.2,63%,1,27%,71%,0.7
0,Tyler Toner,"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983",2.95,52%,2.13,62%,0,0%,54%,0.4
0,Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",3.21,54%,2.06,68%,2.49,76%,71%,0
0,Tai Tuivasa,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",5.21,55%,2.92,58%,0,0%,100%,0
0,Treston Thomison,"5' 8""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Carl Toomey,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Angelo Trevino,"5' 11""",170 lbs.,--,Switch,"Jun 10, 1993",0,0%,0,0%,0,0%,0%,0
0,Ewerton Teixeira,"6' 1""",242 lbs.,--,,"Feb 13, 1982",2,39%,3.22,35%,0,0%,33%,0
0,Akitoshi Tamura,"5' 9""",135 lbs.,"70""",Orthodox,"May 31, 1980",3.73,43%,1.94,78%,0,0%,20%,1
0,Akihito Tanaka,--,--,--,Southpaw,--,0.19,50%,2.05,38%,5.59,66%,0%,0
0,Jason Thacker,"5' 10""",185 lbs.,--,Orthodox,"Aug 18, 1975",0.63,33%,17.05,32%,0,0%,0%,0
0,Anatoly Tokov,"5' 10""",185 lbs.,--,,"Feb 17, 1990",3.51,72%,0.54,66%,2.03,100%,100%,0
0,Ricky Turcios,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",7.33,37%,4.07,64%,0,0%,0%,0
0,Yoshihiro Takayama,"6' 5""",280 lbs.,--,Orthodox,"Sep 19, 1968",3.4,54%,5.69,29%,0.67,33%,55%,0
0,Eugenio Tadeu,"5' 8""",160 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Torrance Taylor,"5' 7""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Aaron Trujillo,"5' 5""",125 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5
0,Josh Thornburg,"6' 0""",170 lbs.,--,,"May 24, 1984",1.2,50%,3.13,38%,2,66%,42%,2
0,Albert Tumenov,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",3.76,42%,3.34,58%,0.2,20%,75%,0
0,Abel Trujillo,"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983",2.65,41%,2.31,59%,2.18,45%,40%,0.4
0,Frank Trigg,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",2.79,46%,1.9,56%,2.35,47%,75%,0.8
0,Gary Tapusoa,"5' 7""",185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Alexander Trevino,--,170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Kiyoshi Tamura,"5' 11""",185 lbs.,--,Southpaw,"Dec 17, 1969",2.44,53%,1.44,60%,0.58,60%,45%,0.2
0,Alex Torres,"5' 10""",145 lbs.,"70""",Orthodox,"May 29, 1988",2.47,37%,2.73,69%,2,22%,50%,0
0,Oleg Taktarov,"6' 0""",210 lbs.,--,Orthodox,"Aug 26, 1967",0,0%,0,0%,0,0%,0%,0
0,Brad Tavares,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",3.02,40%,2.73,55%,1.04,27%,77%,0
0,Nolan Ticman,"5' 6""",125 lbs.,"69""",Orthodox,"May 17, 1988",2.57,47%,2.53,67%,0,0%,60%,0
0,Zubaira Tukhugov,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 15, 1991",2.53,35%,2.09,69%,2.13,46%,100%,0
0,Teila Tuli,"6' 0""",430 lbs.,--,Orthodox,"Jun 14, 1969",0,0%,0,0%,0,0%,0%,0
0,Khalid Taha,"5' 7""",145 lbs.,"68""",Orthodox,"Feb 15, 1992",0,0%,0,0%,0,0%,0%,0
0,Blair Tugman,"6' 0""",135 lbs.,--,,--,2.25,53%,0.93,50%,7.5,60%,0%,0
