,Unnamed: 0,NAME,Height,Weight,REACH,Stance,DOB,SLPM,STRA,SAPM,STRD,TD,TDA,TDD,SUBA
2313,0,Amir Rahnavardi,"6' 0""",205 lbs.,--,Orthodox,"Dec 07, 1974",0.67,0.25,0.0,1.0,0.0,0.0,0.5,0.0
2314,0,Nick Roehrick,"6' 2""",205 lbs.,"75""",Orthodox,"Jul 06, 1987",2.31,0.17,6.92,0.44,0.0,0.0,0.0,0.0
2315,0,Joe Riggs,"6' 0""",185 lbs.,"70""",Southpaw,"Sep 23, 1982",2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6
2316,0,Benji Radach,"5' 10""",185 lbs.,--,Orthodox,"Apr 05, 1979",2.62,0.49,2.31,0.51,1.06,0.41,0.71,0.4
2317,0,Alex Reyes,"5' 11""",170 lbs.,"73""",Orthodox,"Oct 02, 1986",4.56,0.46,8.35,0.38,0.0,0.0,0.0,0.0
2318,0,Kevin Randleman,"5' 10""",205 lbs.,--,Orthodox,"Aug 10, 1971",1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8
2319,0,Raou Raou,"5' 8""",195 lbs.,--,Orthodox,--,2.01,0.16,6.75,0.6,0.0,0.0,0.0,0.0
2320,0,Pete Rogers Jr.,"6' 0""",145 lbs.,--,,--,0.66,0.15,1.71,0.65,0.0,0.0,0.0,0.0
2321,0,Amador Ramirez,--,135 lbs.,--,,"Jun 14, 1990",4.93,0.51,2.07,0.69,1.0,0.33,0.0,0.0
2322,0,Rex Richards,"6' 5""",265 lbs.,--,,--,17.65,0.58,5.29,0.72,0.0,0.0,0.0,0.0
2323,0,Manuel Rodriguez,"5' 9""",170 lbs.,"68""",Orthodox,"Apr 25, 1985",0.81,0.33,3.23,0.38,9.09,0.75,0.0,0.0
2325,0,Keith Rockel,"6' 0""",185 lbs.,--,Orthodox,--,1.13,0.73,0.21,0.66,4.63,0.75,1.0,4.6
2327,0,Brett Rogers,"6' 5""",265 lbs.,"81""",Orthodox,"Feb 17, 1981",3.17,0.44,3.2,0.46,0.0,0.0,0.58,0.0
2328,0,Ray Routh,"5' 8""",185 lbs.,--,Orthodox,--,0.54,0.21,3.22,0.28,2.69,0.33,0.0,0.0
2330,0,Chance Rencountre,"6' 2""",170 lbs.,"75""",Southpaw,"Dec 31, 1986",1.07,0.13,4.67,0.46,0.0,0.0,0.25,0.0
2331,0,Ed Ratcliff,"5' 10""",155 lbs.,"71""",Orthodox,"Mar 05, 1983",2.71,0.38,2.96,0.63,0.28,0.16,0.53,0.0
2333,0,Daniel Roberts,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 05, 1980",0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5
2334,0,Mike Rodriguez,"6' 4""",205 lbs.,"82""",Southpaw,"Nov 28, 1988",2.72,0.54,3.13,0.21,0.0,0.0,0.41,0.0
2335,0,Eddie Ruiz,"5' 7""",155 lbs.,--,Orthodox,"Jun 10, 1967",0.2,0.25,1.4,0.47,2.0,0.12,0.0,0.0
2336,0,Ricco Rodriguez,"6' 4""",265 lbs.,--,Orthodox,"Aug 19, 1977",1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0
2337,0,Dante Rivera,"6' 1""",185 lbs.,--,Southpaw,"Dec 08, 1974",2.27,0.53,4.0,0.25,0.0,0.0,0.16,0.0
2339,0,Ryan Roberts,"5' 6""",155 lbs.,--,Orthodox,"Jul 16, 1978",0.0,0.0,22.5,0.45,0.0,0.0,0.0,0.0
2340,0,Mike Richman,"5' 8""",135 lbs.,--,,"Jun 23, 1985",4.06,0.44,3.49,0.43,0.0,0.0,0.76,0.0
2341,0,Paul Rodriguez,"5' 7""",155 lbs.,--,Orthodox,--,0.84,1.0,1.68,0.68,0.0,0.0,0.5,0.0
2343,0,Khalil Rountree Jr.,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990",2.31,0.34,3.2,0.4,0.0,0.0,0.5,0.4
2344,0,Paul Redmond,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 20, 1986",0.72,0.34,2.99,0.41,0.0,0.0,0.5,0.0
2345,0,Luis Ramos,"5' 8""",170 lbs.,--,Orthodox,"Jan 18, 1981",2.4,0.35,5.6,0.42,1.5,0.2,1.0,0.0
2347,0,Yoel Romero,"6' 0""",185 lbs.,"73""",Southpaw,"Apr 30, 1977",3.28,0.5,2.77,0.63,1.86,0.32,0.78,0.0
2348,0,Aleksandar Rakic,"6' 4""",205 lbs.,"78""",Orthodox,"Feb 06, 1992",3.07,0.3,1.6,0.56,0.0,0.0,0.85,0.0
2349,0,Mara Romero Borella,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 03, 1986",4.58,0.37,3.8,0.73,1.68,0.5,1.0,0.8
2352,0,Goran Reljic,"6' 3""",205 lbs.,"81""",Southpaw,"Mar 20, 1984",1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1
2353,0,Diego Rivas,"5' 8""",145 lbs.,"69""",Orthodox,"Nov 11, 1991",1.37,0.4,2.14,0.52,1.79,0.6,0.64,0.9
2354,0,Jared Rosholt,"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986",2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1
2355,0,Hector Ramirez,"6' 0""",205 lbs.,--,Orthodox,"Mar 28, 1976",2.27,0.41,4.6,0.56,2.3,0.55,0.66,0.5
2356,0,Kenny Robertson,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984",3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8
2357,0,Gilbert Rael,"5' 8""",155 lbs.,--,,--,0.0,0.0,7.46,0.37,4.86,1.0,0.0,0.0
2359,0,Ricardo Romero,"6' 0""",205 lbs.,"76""",Orthodox,"Apr 15, 1978",2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3
2361,0,Anthony Ruiz,"6' 2""",205 lbs.,--,Orthodox,"Nov 03, 1977",1.74,0.56,1.91,0.26,1.09,0.25,0.14,0.0
2363,0,Buddy Roberts,"6' 2""",185 lbs.,--,Orthodox,"Oct 17, 1982",2.17,0.34,2.08,0.7,0.0,0.0,0.76,0.7
2364,0,Kristian Rothaermel,"6' 0""",205 lbs.,--,Open Stance,"Jan 31, 1972",0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0
2365,0,Colin Robinson,"6' 4""",243 lbs.,--,Orthodox,"Nov 27, 1968",6.19,0.69,7.91,0.37,2.58,1.0,0.5,5.2
2366,0,George Roop,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981",3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1
2367,0,Dave Rickels,"5' 11""",155 lbs.,--,,"Jan 05, 1989",4.29,0.59,5.53,0.42,0.0,0.0,0.25,0.0
2369,0,Davi Ramos,"5' 8""",170 lbs.,"70""",Orthodox,"Nov 05, 1986",3.19,0.37,2.86,0.56,2.99,0.54,0.0,1.0
2370,0,Josh Rafferty,"6' 0""",170 lbs.,--,Orthodox,"Jan 06, 1981",0.6,0.33,3.6,0.5,0.0,0.0,0.0,9.0
2372,0,Bas Rutten,"6' 1""",205 lbs.,--,Orthodox,"Feb 24, 1965",5.59,0.61,2.06,0.79,0.0,0.0,0.0,0.0
2373,0,Mauricio Rua,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",3.75,0.51,2.58,0.56,2.17,0.48,0.45,0.9
2374,0,Alvin Robinson,"5' 9""",155 lbs.,"68""",Southpaw,"Jul 16, 1982",1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2
2375,0,Johnny Rees,"6' 0""",170 lbs.,--,Orthodox,"Oct 21, 1982",3.29,0.64,0.84,0.47,1.15,0.25,0.5,0.0
2376,0,Jordan Radev,"5' 7""",185 lbs.,--,Southpaw,"Sep 28, 1976",1.35,0.23,2.38,0.66,0.0,0.0,0.8,0.0
2377,0,Vagner Rocha,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 06, 1982",2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9
2378,0,Ricky Rainey,"6' 1""",170 lbs.,"77""",Switch,"Jun 29, 1983",2.47,0.48,2.1,0.47,0.99,0.18,0.71,0.0
2379,0,Rodolfo Rubio,"5' 5""",145 lbs.,"66""",Orthodox,"Jan 29, 1987",1.13,0.36,1.0,0.62,2.0,0.33,0.33,0.0
2380,0,Paul Ruiz,"5' 6""",135 lbs.,--,,"Jun 23, 1987",1.4,0.33,1.4,0.75,0.0,0.0,1.0,20.9
2381,0,Matthew Riddle,"6' 1""",170 lbs.,"74""",Southpaw,"Jan 14, 1986",3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5
2383,0,Jessica Rakoczy,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 14, 1977",2.5,0.44,3.55,0.64,0.75,0.2,0.0,0.8
2384,0,Ben Reiter,"6' 3""",185 lbs.,--,,"Jun 27, 1987",1.8,0.46,1.53,0.54,7.0,0.43,0.0,0.0
2385,0,Jake Rosholt,"6' 1""",185 lbs.,--,Orthodox,"Feb 09, 1982",2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8
2386,0,Francisco Rivera,"5' 8""",135 lbs.,"68""",Orthodox,"Oct 08, 1981",4.07,0.41,3.16,0.68,1.01,0.63,0.68,0.6
2387,0,Moise Rimbon,"5' 10""",205 lbs.,--,Orthodox,"Apr 20, 1977",0.8,0.34,1.0,0.71,1.0,0.5,0.37,0.0
2388,0,Zach Rosol,--,243 lbs.,--,,--,0.0,0.0,14.21,0.25,0.0,0.0,0.0,0.0
2389,0,Rodrigo Ruas,"5' 10""",185 lbs.,--,Orthodox,"Oct 06, 1977",1.28,0.35,7.0,0.41,0.0,0.0,0.0,0.0
2390,0,Gideon Ray,"5' 10""",185 lbs.,--,Southpaw,"May 27, 1973",2.08,0.4,2.58,0.53,1.49,1.0,0.0,0.0
2391,0,Greg Rebello,"6' 0""",240 lbs.,"73""",Southpaw,"Jun 13, 1982",2.61,0.39,2.92,0.58,0.0,0.0,0.0,0.0
2392,0,Pedro Rizzo,"6' 1""",241 lbs.,--,Orthodox,"May 03, 1974",1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0
2394,0,Shannon Ritch,"5' 9""",190 lbs.,--,Orthodox,"Sep 27, 1970",1.0,1.0,6.0,0.5,0.0,0.0,0.0,0.0
2397,0,Dominick Reyes,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989",6.95,0.51,1.56,0.63,2.13,0.5,0.8,2.1
2399,0,Gaston Reyno,"6' 0""",145 lbs.,--,,"Nov 11, 1986",7.79,0.62,3.9,0.44,0.0,0.0,0.0,11.7
2400,0,Mark Robinson,"6' 0""",265 lbs.,--,Orthodox,--,0.0,0.0,5.8,0.13,0.0,0.0,0.0,0.0
2401,0,Matt Ramirez,"5' 5""",125 lbs.,--,,--,3.03,0.5,0.67,0.75,2.53,0.16,1.0,0.0
2402,0,Chad Reiner,"5' 11""",170 lbs.,--,Orthodox,"Jun 29, 1981",0.53,0.2,1.97,0.46,0.99,0.33,0.25,2.0
2406,0,Takashi Sugiura,"5' 11""",225 lbs.,--,Southpaw,"May 31, 1970",1.37,0.4,2.08,0.53,1.33,0.66,0.0,0.0
2407,0,Floyd Sword,"6' 0""",185 lbs.,--,Orthodox,"Aug 24, 1976",0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0
2408,0,Anthony Smith,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",3.15,0.44,3.97,0.46,0.51,0.27,0.48,0.8
2410,0,Mark Scanlon,"5' 9""",170 lbs.,--,Orthodox,--,2.2,0.35,3.33,0.48,3.0,0.75,0.25,2.0
2411,0,Joe Schilling,"6' 3""",185 lbs.,--,,--,2.84,0.52,2.64,0.48,0.0,0.0,0.44,0.0
2413,0,Nicholas Sergiacomi,--,170 lbs.,--,,--,4.38,0.55,3.94,0.59,0.0,0.0,0.0,0.0
2414,0,Chase Sherman,"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989",5.85,0.43,5.28,0.52,0.0,0.0,0.87,0.0
2415,0,Magomed Sultanakhmedov,"6' 2""",185 lbs.,--,Southpaw,--,0.0,0.0,2.4,0.42,9.0,1.0,0.0,9.0
2416,0,Trevor Smith,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981",3.31,0.58,2.95,0.49,2.06,0.32,0.54,0.9
2417,0,Denis Sobolev,"6' 3""",216 lbs.,--,Orthodox,--,0.0,0.0,5.45,0.33,0.0,0.0,0.0,0.0
2418,0,Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1
2419,0,Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9
2421,0,Amir Sadollah,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 27, 1980",4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3
2422,0,Evangelista Santos,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977",3.94,0.36,6.01,0.49,0.78,1.0,0.5,0.4
2423,0,Jesse Sanders,"6' 0""",170 lbs.,--,Orthodox,--,0.0,0.0,6.45,0.35,0.0,0.0,0.5,0.0
2424,0,Rony Sefo,"5' 9""",225 lbs.,--,Orthodox,--,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0
2425,0,Eric Shelton,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991",3.17,0.46,1.63,0.66,2.5,0.43,0.45,0.2
2426,0,Lodune Sincaid,"5' 9""",185 lbs.,--,Orthodox,"May 07, 1973",2.45,0.44,6.7,0.49,0.0,0.0,0.75,0.0
2427,0,Assuerio Silva,"5' 10""",241 lbs.,--,Orthodox,"Jun 18, 1974",1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8
2428,0,Elvis Sinosic,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971",1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2
2429,0,Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986",3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0
2430,0,Luke Stewart,"5' 11""",170 lbs.,--,Orthodox,--,3.75,0.56,2.34,0.53,3.75,0.33,0.5,1.9
2432,0,Waachiim Spiritwolf,"5' 8""",170 lbs.,--,,--,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
2433,0,Andrei Semenov,"6' 0""",185 lbs.,--,Orthodox,"Jun 17, 1977",0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4
2434,0,Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990",3.2,0.44,2.65,0.59,2.59,0.42,0.6,0.0
2435,0,Andreas Stahl,"5' 11""",170 lbs.,"73""",Orthodox,"May 20, 1988",2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0
2436,0,Dion Staring,"6' 1""",235 lbs.,--,Orthodox,"Jun 09, 1978",1.09,0.37,5.0,0.47,0.0,0.0,0.33,0.0
2438,0,Bruno Santos,"5' 9""",185 lbs.,"69""",Orthodox,"Jul 17, 1987",1.18,0.46,2.27,0.56,3.0,0.37,0.66,0.3
2440,0,Jorge Santiago,"6' 1""",170 lbs.,"74""",Orthodox,"Oct 09, 1980",1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8
2441,0,Josh Smith,"6' 0""",155 lbs.,--,Orthodox,"Jul 02, 1982",0.73,0.28,1.4,0.54,0.0,0.0,0.57,2.0
2442,0,Akira Shoji,"5' 8""",195 lbs.,--,Orthodox,"Jan 31, 1974",1.03,0.34,2.63,0.53,1.79,0.73,0.82,0.4
2444,0,Matt Secor,"6' 0""",170 lbs.,--,,"Sep 26, 1986",1.02,0.2,1.63,0.5,6.12,1.0,0.0,6.1
2445,0,Frankie Saenz,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980",3.99,0.47,3.09,0.54,1.8,0.32,0.62,0.1
2446,0,Kyosuke Sasaki,"5' 7""",183 lbs.,--,Southpaw,--,0.33,0.45,0.93,0.46,0.0,0.0,0.0,0.0
2448,0,Austin Springer,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987",3.46,0.63,2.68,0.41,4.24,0.44,1.0,1.1
2449,0,Dave Strasser,"5' 10""",170 lbs.,--,Orthodox,"Jul 13, 1969",3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0
2450,0,Roman Salazar,"5' 7""",135 lbs.,"67""",Orthodox,"Feb 21, 1988",1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0
2451,0,Alex Stiebling,"6' 2""",205 lbs.,--,Southpaw,--,1.47,0.41,1.03,0.57,0.22,1.0,0.63,0.9
2452,0,Ryan Stonitsch,"5' 9""",170 lbs.,--,Southpaw,"Feb 03, 1977",2.53,0.36,2.53,0.71,0.0,0.0,0.0,0.0
2453,0,Wanderlei Silva,"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976",2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6
2454,0,Roldan Sangcha-an,"5' 4""",125 lbs.,"65""",Orthodox,"Dec 04, 1990",2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0
2455,0,Everett Sims,"6' 5""",260 lbs.,"77""",Southpaw,"Sep 04, 1988",0.81,0.66,2.19,0.3,0.0,0.0,0.42,1.2
2456,0,Darrill Schoonover,"6' 2""",220 lbs.,--,Orthodox,"Jul 18, 1985",1.2,0.33,4.35,0.38,0.0,0.0,0.5,1.1
2457,0,Josh Shockley,"6' 1""",155 lbs.,"74""",Orthodox,"Nov 15, 1989",1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8
2458,0,Sidney Silva,"6' 3""",170 lbs.,--,Southpaw,"Feb 27, 1972",2.86,0.65,3.3,0.34,3.3,1.0,0.0,0.0
2460,0,Brian Stann,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3
2461,0,Emmanuel Sanchez,"5' 9""",145 lbs.,"71""",,"Aug 11, 1990",4.45,0.35,4.17,0.55,0.25,0.06,0.16,0.5
2462,0,Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6
2463,0,Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0
2464,0,George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",3.6,0.39,2.46,0.57,1.39,0.2,0.4,0.7
2465,0,Gleristone Santos,"5' 9""",145 lbs.,--,,"Aug 20, 1988",3.4,0.31,4.4,0.64,0.0,0.0,0.75,0.0
2466,0,Neil Seery,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979",3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6
2468,0,Sean Sherk,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4
2469,0,Thiago Santos,"6' 0""",185 lbs.,"76""",Orthodox,"Jan 07, 1984",4.59,0.48,2.02,0.66,0.41,0.25,0.71,0.0
2470,0,Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4
2472,0,Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986",3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2
2473,0,Brian Sleeman,"5' 8""",185 lbs.,--,,--,4.0,0.48,1.85,0.7,9.23,1.0,1.0,0.0
2474,0,Diego Sanchez,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2.75,0.36,2.99,0.57,1.46,0.21,0.5,1.0
2476,0,Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990",2.88,0.39,4.77,0.51,1.18,0.66,0.0,0.0
2477,0,Kiril Sidelnikov,"5' 11""",230 lbs.,--,,"Aug 17, 1988",2.87,0.28,4.48,0.61,0.0,0.0,0.0,0.0
2478,0,Roberto Sanchez,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986",0.69,0.44,2.25,0.51,10.4,1.0,0.0,2.6
2479,0,Saparbeg Safarov,"6' 1""",205 lbs.,"78""",Orthodox,"Oct 14, 1986",3.81,0.29,6.1,0.45,2.54,0.28,1.0,0.0
2480,0,Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0
2481,0,Sean Strickland,"6' 1""",170 lbs.,"76""",Orthodox,"Feb 27, 1991",4.08,0.35,3.45,0.66,1.46,0.57,0.81,0.5
2482,0,Wataru Sakata,"5' 9""",195 lbs.,--,Southpaw,"Mar 11, 1973",1.11,0.61,2.08,0.31,0.0,0.0,0.0,0.0
2483,0,Gokhan Saki,"6' 0""",205 lbs.,"73""",Orthodox,"Oct 19, 1983",7.09,0.58,4.57,0.53,0.0,0.0,1.0,0.0
2485,0,Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989",2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2
2486,0,Chas Skelly,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",1.95,0.39,3.58,0.45,1.82,0.33,0.36,2.5
2487,0,Harris Sarmiento,"5' 9""",155 lbs.,--,Orthodox,"Sep 09, 1983",0.84,0.25,3.46,0.36,2.36,0.6,0.57,0.0
2488,0,Cody Stamann,"5' 6""",135 lbs.,"64""",Orthodox,"Nov 09, 1989",5.67,0.51,3.38,0.63,4.0,0.66,0.92,0.0
2489,0,Luis Santos,"6' 1""",170 lbs.,--,Southpaw,--,4.4,0.57,4.0,0.64,0.0,0.0,0.0,0.0
2490,0,Sam Sicilia,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986",2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9
2491,0,Kyle Stewart,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",1.31,0.43,2.24,0.52,5.61,1.0,1.0,0.0
2492,0,Naho Sugiyuma,"5' 1""",105 lbs.,--,,"Feb 03, 1978",2.59,0.48,2.45,0.71,2.05,1.0,0.66,0.0
2493,0,Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9
2494,0,Cory Sandhagen,"5' 11""",145 lbs.,"70""",Switch,"Apr 20, 1992",9.09,0.54,3.64,0.64,1.7,1.0,0.0,0.0
2495,0,Masaaki Satake,"6' 1""",220 lbs.,--,Orthodox,"Aug 17, 1965",1.4,0.35,3.76,0.41,0.0,0.0,0.58,0.0
2496,0,John Salgado,"5' 10""",170 lbs.,--,,--,0.99,0.5,1.86,0.4,0.0,0.0,0.5,0.0
2497,0,Mario Soto,"6' 0""",145 lbs.,--,,--,1.43,0.23,5.23,0.42,0.0,0.0,0.0,0.0
2498,0,Bradley Scott,"6' 1""",170 lbs.,"76""",,"Jun 24, 1989",3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7
2499,0,Tony Sims,"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985",1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7
2500,0,Edson Silva,--,205 lbs.,--,Orthodox,--,2.69,0.14,5.37,0.5,0.0,0.0,0.0,0.0
2501,0,Alessio Sakara,"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0
2502,0,Sean Spencer,"5' 10""",170 lbs.,"75""",,"Jun 25, 1987",4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0
2503,0,Curtis Stout,"6' 1""",185 lbs.,--,Southpaw,"Nov 07, 1973",0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0
2504,0,Paul Sass,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988",0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4
2505,0,Brandon Shuey,"5' 7""",155 lbs.,--,Orthodox,"Feb 01, 1976",0.68,0.33,1.36,0.0,0.0,0.0,0.0,10.2
2507,0,Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986",2.01,0.4,3.02,0.58,1.95,0.2,0.0,1.5
2508,0,Joshua Sampo,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984",1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1
2509,0,Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
2510,0,Ovince Saint Preux,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983",2.69,0.46,2.55,0.46,1.19,0.47,0.65,0.7
2511,0,Hector Sandoval,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986",3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4
2512,0,Alexander Sarnavskiy,"5' 11""",155 lbs.,--,,"Jan 17, 1989",1.43,0.66,2.06,0.42,0.0,0.0,0.75,0.0
2513,0,Mario Sperry,"6' 2""",205 lbs.,--,Orthodox,"Sep 28, 1966",2.81,0.52,1.53,0.47,2.09,0.42,0.71,1.4
2514,0,Jeremy Stephens,"5' 8""",145 lbs.,"71""",Orthodox,"May 25, 1986",3.08,0.4,2.71,0.6,1.17,0.36,0.64,0.4
2515,0,Thiago Silva,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7
2517,0,Steve Steinbeiss,"6' 3""",185 lbs.,"75""",Orthodox,"May 05, 1981",3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0
2518,0,Fabio Silva,"5' 11""",205 lbs.,--,Orthodox,"Mar 31, 1982",0.09,0.11,5.9,0.38,0.0,0.0,0.0,0.0
2519,0,Ken Shamrock,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964",1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5
2520,0,Joseph Sandoval,"5' 7""",135 lbs.,--,Southpaw,"May 11, 1986",1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0
2521,0,Fredy Serrano,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979",1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0
2522,0,Ken Stone,"5' 8""",135 lbs.,"71""",,"Oct 08, 1982",3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6
2523,0,Tatiana Suarez,"5' 5""",115 lbs.,"67""",,"Dec 19, 1990",4.15,0.66,0.93,0.42,6.29,0.81,0.0,1.4
2525,0,Steven Siler,"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987",3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6
2528,0,Eric Schafer,"6' 3""",185 lbs.,"75""",Orthodox,"Sep 20, 1977",1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8
2529,0,Andre Soukhamthath,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988",2.62,0.4,3.64,0.58,1.17,0.5,0.8,0.0
2530,0,Yusup Saadulaev,"5' 6""",135 lbs.,--,,"Mar 31, 1985",0.57,0.45,0.96,0.66,5.73,0.6,0.0,1.0
2531,0,Daniel Spohn,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984",2.42,0.49,1.6,0.53,0.0,0.0,0.28,2.5
